,owner,culture,religion,hre,base_tax,base_production,trade_goods,base_manpower,capital,is_city,center_of_trade,name,id,trade_node
1057,HUN,transylvanian,orthodox,no,3,3,iron,2,Hunyad,yes,0,Hunyad,1951,pest
1058,HUN,ruthenian,orthodox,no,2,2,naval_supplies,1,Huszt,yes,0,Maramaros,1952,pest
1059,HUN,hungarian,catholic,no,3,3,livestock,2,Debrecen,yes,0,Szabolcs,1953,pest
1060,HUN,hungarian,catholic,no,3,3,livestock,2,Nagybecskerek,yes,0,Torontal,1954,pest
1061,NOV,novgorodian,orthodox,no,2,2,fur,1,Kholmogory,yes,2,Kholmogory,1955,white_sea
1062,MOS,russian,orthodox,no,4,4,grain,3,Suzdal,yes,0,Suzdal,1956,
1063,MOS,russian,orthodox,no,4,0,salt,2,Galich,yes,0,Galich,1957,kazan
1064,NOV,novgorodian,orthodox,no,3,3,naval_supplies,1,Kargopol,yes,0,Kargopol,1958,white_sea
1065,NOV,novgorodian,orthodox,no,3,3,naval_supplies,1,Torzhok,yes,0,Torzhok,1959,
1066,FRA,occitain,catholic,no,5,5,wine,5,Toulouse,yes,0,Toulouse,196,valencia
1067,PSK,novgorodian,orthodox,no,2,2,naval_supplies,2,Ostrov,yes,0,Ostrov,1960,
1068,NOV,novgorodian,orthodox,no,4,4,fur,2,Ladoga,yes,0,Ladoga,1961,
1069,PRM,uralic,Unowned,no,1,1,fur,1,Kudymkar,yes,0,Kudymkar,1962,kazan
1070,PRM,uralic,Unowned,no,3,3,salt,2,Cherdyn,yes,1,Cherdyn,1963,white_sea
1071,PRM,uralic,orthodox,no,1,1,fur,1,Ust-Sysola,yes,0,Ust,1964,white_sea
1072,NOG,nogaybak,sunni,no,2,2,iron,2,Buzuluk,yes,0,Buzuluk,1965,kazan
1073,NOG,bashkir,sunni,no,3,3,fur,3,Chelyaba,yes,0,Chelyaba,1966,kazan
1074,TIM,uzbehk,sunni,no,2,2,silk,3,Khujand,yes,0,Khujand,1967,samarkand
1075,TIM,uzbehk,sunni,no,2,2,wool,3,Kulob,yes,0,Kulob,1968,samarkand
1076,SHY,khazak,sunni,no,1,1,salt,1,Sozak,yes,0,Sozak,1969,samarkand
1077,ARA,catalan,catholic,no,3,3,wine,2,Perpignan,yes,0,Roussillon,197,valencia
1078,SHY,khazak,sunni,no,2,2,livestock,2,Syghnak,yes,0,Syghnak,1970,samarkand
1079,GOL,mishary,sunni,no,3,3,livestock,2,Sary-Su,yes,0,Tsaritsyn,1971,astrakhan
1080,KAZ,uralic,Unowned,no,2,2,grain,2,Elabuga,yes,0,Udmurtia,1972,kazan
1081,TIM,uzbehk,sunni,no,4,4,grain,4,Urgench,yes,0,Urgench,1973,samarkand
1082,CRI,crimean,sunni,no,4,4,salt,2,Kherson,yes,0,Yedishkul,1974,crimea
1083,Unowned,Unowned,Unowned,no,0,0,,0,SeaofJutland,no,0,SeaofJutland,1975,north_sea
1084,Unowned,Unowned,Unowned,no,0,0,,0,DeadSea,no,0,DeadSea,1976,
1085,Unowned,Unowned,Unowned,no,0,0,,0,Malaren,no,0,Malaren,1977,
1086,NOR,norwegian,catholic,no,1,1,fish,1,Lerwick,no,0,Shetlands,1978,north_sea
1087,NOR,icelandic,catholic,no,1,1,fish,1,Torshavn,yes,0,Faroes,1979,north_sea
1088,FRA,occitain,catholic,no,3,3,livestock,2,Rodez,yes,0,Rouergue,198,bordeaux
1089,Unowned,Unowned,Unowned,no,0,0,,0,SeaofJapan,no,0,SeaofJapan,1980,
1090,DAN,danish,catholic,no,1,1,fish,1,Ronne,yes,0,Bornholm,1981,
1091,DAN,danish,catholic,no,2,2,naval_supplies,1,Ronneby,yes,0,Blekinge,1982,
1092,DAN,danish,catholic,no,3,3,fish,2,Nykobing,yes,0,Lolland,1983,
1093,DAN,danish,catholic,no,3,3,fish,1,Aalborg,yes,0,Nordjylland,1984,
1094,SWE,swedish,catholic,no,2,2,iron,2,Örebro,yes,0,Narke,1985,baltic_sea
1095,Unowned,melanesian,animism,no,1,1,unknown,1,Nouméa,no,0,NewCaledonia,1986,polynesia_node
1096,Unowned,polynesian,animism,no,1,1,unknown,1,Papeete,no,0,SocietyIslands,1987,polynesia_node
1097,Unowned,polynesian,animism,no,1,1,unknown,1,RapaNui,no,0,RapaNui,1988,polynesia_node
1098,TOG,polynesian,animism,no,3,3,naval_supplies,2,Mu'a,yes,1,Tonga,1989,polynesia_node
1099,FRA,occitain,catholic,no,4,4,iron,2,Clermont,yes,0,Auvergne,199,bordeaux
1100,Unowned,polynesian,animism,no,1,1,unknown,1,Funafuti,no,0,Tuvalu,1990,polynesia_node
1101,Unowned,polynesian,animism,no,1,1,unknown,1,Tarawa,no,0,GilbertIslands,1991,polynesia_node
1102,Unowned,polynesian,animism,no,1,1,unknown,1,Yaren,no,0,Nauru,1992,polynesia_node
1103,Unowned,polynesian,animism,no,1,1,unknown,1,Majuro,no,0,MasrshallIslands,1993,polynesia_node
1104,Unowned,polynesian,animism,no,1,1,unknown,1,Wake,no,0,Wake,1994,polynesia_node
1105,Unowned,polynesian,animism,no,1,1,unknown,1,Palikir,no,1,Micronesia,1995,polynesia_node
1106,Unowned,polynesian,animism,no,1,1,unknown,1,Ngerulmud,no,0,Palau,1996,polynesia_node
1107,Unowned,polynesian,animism,no,1,1,unknown,1,Midway,no,0,Midway,1997,polynesia_node
1108,Unowned,Unowned,Unowned,no,1,1,unknown,1,ChristmasIsland,no,0,ChristmasIsland,1998,comorin_cape
1109,Unowned,Unowned,Unowned,no,1,1,unknown,1,CocosIsland,no,0,CocosIsland,1999,comorin_cape
1110,SWE,swedish,catholic,no,2,2,grain,2,Linköping,no,0,Ostergotland,2,baltic_sea
1111,NOR,norwegian,catholic,no,3,3,fish,2,Trondheim,yes,1,Trondelag,20,north_sea
1112,FRA,occitain,catholic,no,6,5,cloth,5,Montpellier,yes,0,Languedoc,200,valencia
1113,Unowned,Unowned,Unowned,no,0,0,,0,QinghaiLake,no,0,QinghaiLake,2000,
1114,Unowned,Unowned,Unowned,no,0,0,,0,SilingLake,no,0,SilingLake,2001,
1115,SPA,cara,animism,no,1,1,unknown,1,GalapagosIslands,yes,0,GalapagosIslands,2002,lima
1116,GBR,shoshone,totemism,no,1,2,unknown,1,Ktunaxa,yes,0,Ktunaxa,2003,california
1117,BLA,blackfoot,totemism,no,1,1,fur,1,Niitsitapi,yes,0,Niitsitapi,2004,james_bay
1118,Unowned,blackfoot,totemism,no,1,1,unknown,1,Asinaan,no,0,Asinaan,2005,james_bay
1119,---,blackfoot,totemism,no,1,1,fur,1,Apsáalooke,no,0,Apsaalooke,2006,james_bay
1120,LAK,pawnee,totemism,no,1,1,unknown,1,Arikara,yes,0,Arikara,2007,mississippi_river
1121,LAK,dakota,totemism,no,1,1,unknown,1,Lakota,no,0,Yankton,2008,mississippi_river
1122,Unowned,Unowned,totemism,no,1,1,unknown,1,Teton,no,0,Teton,2009,mississippi_river
1123,PRO,occitain,catholic,no,7,7,wine,6,Aix-en-Provence,yes,1,Provence,201,genua
1124,PEQ,pequot,totemism,no,2,2,fish,2,Connecticut,yes,0,Connecticut,2010,chesapeake_bay
1125,GBR,powhatan,totemism,no,2,2,unknown,1,Manahoac,yes,0,Shenandoah,2011,chesapeake_bay
1126,Unowned,abenaki,totemism,no,2,2,unknown,2,Arsigantegok,no,0,Arsigantegok,2012,st_lawrence
1127,ENG,abenaki,totemism,no,4,3,unknown,3,Kennebec,yes,0,Kennebec,2013,st_lawrence
1128,NTC,caddo,totemism,no,2,2,unknown,1,Natchitoches,yes,0,Natchitoches,2014,mississippi_river
1129,---,anishinabe,totemism,no,1,1,fur,1,Nipigon,no,0,Nipigon,2015,ohio
1130,ASI,nakota,totemism,no,1,1,fur,1,Bungi,yes,0,Bungi,2016,james_bay
1131,GBR,chipewyan,totemism,no,1,1,unknown,1,Nehiyawewin,yes,0,Nehiyawewin,2017,james_bay
1132,GBR,athabascan,totemism,no,1,1,unknown,1,Tsuutina,yes,0,Tsuutina,2018,james_bay
1133,Unowned,chinook,totemism,no,1,1,unknown,1,Nimiipu,no,0,Nimiipu,2019,california
1134,PAP,occitain,catholic,no,4,3,cloth,4,Avignon,yes,0,Avignon,202,genua
1135,SHO,shoshone,totemism,no,1,1,fur,1,Bannock,yes,0,Bannock,2020,california
1136,Unowned,yokuts,totemism,no,1,2,unknown,1,Miwok,no,0,Miwok,2021,california
1137,HDA,haida,totemism,no,1,1,fish,1,Haida,yes,0,Haida,2022,california
1138,GBR,delaware,totemism,no,2,2,unknown,2,Munsee,no,0,Munsee,2023,chesapeake_bay
1139,MRE,somali,sunni,no,1,1,fish,1,Garoowe,yes,0,Ajuuran,2024,gulf_of_aden
1140,Unowned,Unowned,Unowned,no,1,1,unknown,1,SouthGeorgia,no,0,SouthGeorgia,2025,laplata
1141,VIJ,tamil,hinduism,no,4,4,cloth,2,Thanjavur,yes,2,Tanjore,2026,comorin_cape
1142,KRK,tamil,hinduism,no,3,3,iron,2,Arcot,yes,0,Arcot,2027,comorin_cape
1143,BAH,telegu,hinduism,no,2,2,tropical_wood,1,Mahur,yes,0,Mahur,2028,deccan
1144,VIJ,kannada,hinduism,no,3,3,tropical_wood,2,Mangalore,yes,0,SouthKanara,2029,comorin_cape
1145,FRA,occitain,catholic,no,6,6,,6,Lyon,yes,2,Lyonnais,203,champagne
1146,BAH,marathi,hinduism,no,4,4,spices,1,Goa,yes,2,Goa,2030,comorin_cape
1147,VIJ,kannada,hinduism,no,3,3,grain,2,Devarayanagara,yes,0,Morasanadu,2031,comorin_cape
1148,VIJ,kannada,hinduism,no,2,2,coffee,2,Ikkeri,yes,0,Malenadu,2032,comorin_cape
1149,BAH,kannada,hinduism,no,4,4,cotton,3,Dharwar,yes,0,Savanaur,2033,deccan
1150,BAH,marathi,hinduism,no,4,4,,3,Pune,yes,0,Pune,2034,deccan
1151,BAH,kannada,hinduism,no,4,4,grain,1,Gulbarga,yes,0,Gulbarga,2035,deccan
1152,BGA,marathi,hinduism,no,2,2,,2,Mayuragiri,yes,0,Baglana,2036,gujarat
1153,BAH,telegu,hinduism,no,2,2,cotton,2,Warangal,yes,0,Warangal,2037,deccan
1154,ORI,bengali,hinduism,no,4,4,,3,Midnapore,yes,0,Midnapore,2038,ganges_delta
1155,BNG,bengali,hinduism,no,1,1,,1,Bagerhat,yes,0,Sunderbans,2039,ganges_delta
1156,FRA,occitain,catholic,no,4,3,wool,3,Grenoble,yes,0,Dauphine,204,champagne
1157,SDY,assamese,hinduism,no,2,2,tea,2,Sadiya,yes,0,Sadiya,2040,burma
1158,MLB,chin,animism,no,2,2,cloth,1,Imphal,yes,0,Manipur,2041,burma
1159,KMT,assamese,hinduism,no,2,2,cotton,2,Gauhauti,yes,0,KochHajo,2042,burma
1160,ORI,oriya,hinduism,no,4,4,cloth,2,Balasore,yes,0,Balasore,2043,ganges_delta
1161,BNG,bengali,hinduism,no,3,3,silk,2,Bhagalpur,yes,0,Bhagalpur,2044,ganges_delta
1162,BNG,kochi,hinduism,no,4,4,cloth,2,Rangpur,yes,0,Barind,2045,ganges_delta
1163,BNG,bengali,hinduism,no,3,3,cotton,2,Nasirabad,yes,0,Nasirabad,2046,ganges_delta
1164,TRT,bihari,hinduism,no,5,5,dyes,3,Sugauna,yes,1,Tirhut,2047,ganges_delta
1165,JPR,garjati,hinduism,no,1,1,tropical_wood,1,Jeypore,yes,0,Garjat,2048,ganges_delta
1166,GRJ,garjati,hinduism,no,2,2,grain,1,Khurda,yes,0,Khurda,2049,ganges_delta
1167,SAV,occitain,catholic,yes,6,6,cloth,3,Chambéry,yes,0,Savoie,205,champagne
1168,CHD,gondi,hinduism,no,2,1,tropical_wood,2,Ballarsah,yes,0,Chanda,2050,deccan
1169,PTL,saurashtri,hinduism,no,3,3,salt,2,Bhavnagar,yes,0,Bhavnagar,2051,gujarat
1170,KAT,saurashtri,hinduism,no,2,2,gems,1,Nagnes,yes,0,Navanagar,2052,gujarat
1171,GUJ,gujarati,hinduism,no,3,3,cloth,1,Patan,yes,0,Patan,2053,gujarat
1172,GUJ,gujarati,hinduism,no,5,5,paper,1,Ahmadabad,yes,0,Ahmadabad,2054,gujarat
1173,JNP,bihari,hinduism,no,3,3,grain,2,Gorakhpur,yes,0,Gorakhpur,2055,doab
1174,CMP,gujarati,hinduism,no,2,2,wool,2,Champaner,yes,0,RewaKantha,2056,deccan
1175,MLW,malvi,hinduism,no,4,4,cloth,2,Bhelsa,yes,0,Bhelsa,2057,deccan
1176,MER,rajput,hinduism,no,3,3,,3,Kotharia,yes,0,Mewar,2058,gujarat
1177,KLP,vindhyan,hinduism,no,4,4,,1,Kalpi,yes,0,Kalpi,2059,doab
1178,SPA,galician,catholic,no,3,2,fish,2,Corunna,yes,0,Galicia,206,sevilla
1179,DLH,kanauji,hinduism,no,6,6,cloth,4,Meerut,yes,0,UpperDoab,2060,doab
1180,DLH,kanauji,hinduism,no,3,3,,2,Badayun,yes,0,Katehar,2061,doab
1181,MUL,kanauji,hinduism,no,5,5,cotton,3,Panipat,yes,0,Panipat,2062,doab
1182,DLH,kanauji,hinduism,no,5,5,dyes,3,Etawah,yes,0,Etawah,2063,doab
1183,DHU,rajput,hinduism,no,2,2,,1,Sikar,yes,0,Shekhawati,2064,doab
1184,MUL,rajput,hinduism,no,3,2,livestock,2,Hisar,yes,0,Bhattiana,2065,lahore
1185,NGA,rajput,hinduism,no,2,2,livestock,1,Nagaur,yes,0,Nagaur,2066,gujarat
1186,MAW,rajput,hinduism,no,3,3,cotton,3,Jalor,yes,0,Gorwar,2067,gujarat
1187,BAL,baluchi,sunni,no,1,1,wool,1,Siwi,yes,0,Siwistan,2068,lahore
1188,KMN,pahari,hinduism,no,1,1,naval_supplies,1,Champawat,yes,0,Kumaon,2069,doab
1189,SPA,leonese,catholic,no,4,4,livestock,3,Oviedo,yes,0,Asturias,207,sevilla
1190,GRK,nepali,hinduism,no,3,3,naval_supplies,2,Ghurka,yes,0,ChaubisiRajya,2070,lhasa
1191,LWA,nepali,vajrayana,no,2,1,wool,1,Phedap,yes,0,Limbuwan,2071,lhasa
1192,SND,sindhi,sunni,no,2,2,cotton,2,Bhakkar,yes,0,Bhakkar,2072,gujarat
1193,LDK,Unowned,buddhism,no,1,1,wool,1,Skardu,yes,0,Baltistan,2073,lahore
1194,LDK,tibetan,vajrayana,no,1,1,wool,1,Leh,yes,0,Ladakh,2074,lahore
1195,SRH,panjabi,hinduism,no,7,7,dyes,2,Jalandhar,yes,0,Doaba,2075,lahore
1196,SRH,panjabi,hinduism,no,4,4,paper,2,Sialkot,yes,0,Sialkot,2076,lahore
1197,MUL,panjabi,hinduism,no,3,3,iron,1,Rawalpindi,yes,0,Margalla,2077,lahore
1198,MUL,panjabi,sunni,no,2,2,livestock,1,Bannu,yes,0,SindSagar,2078,lahore
1199,MUL,panjabi,sunni,no,3,3,wool,1,Derajat,yes,0,Derajat,2079,lahore
1200,SPA,leonese,catholic,no,4,4,livestock,2,León,yes,1,Leon,208,sevilla
1201,ORI,oriya,hinduism,no,2,2,sugar,1,Srikakulam,yes,0,Srikakulam,2080,comorin_cape
1202,BNG,bengali,hinduism,no,3,3,naval_supplies,2,Lakhnor,yes,0,Lakhnor,2081,ganges_delta
1203,RTT,gondi,hinduism,no,3,3,grain,1,Raipur,yes,0,Raipur,2082,ganges_delta
1204,VIJ,telegu,hinduism,no,2,4,cotton,2,Udayagiri,yes,0,Kosta,2083,comorin_cape
1205,YOR,telegu,hinduism,no,3,5,cloth,3,Rajahmundry,yes,0,Konaseema,2084,comorin_cape
1206,MAD,tamil,hinduism,no,3,3,,2,Tiruchirapalli,yes,0,Tiruchirapalli,2085,comorin_cape
1207,MUL,panjabi,sunni,no,2,2,livestock,1,Uch,yes,0,Cholistan,2086,lahore
1208,MER,rajput,hinduism,no,3,3,salt,2,Ajmer,yes,1,Ajmer,2087,gujarat
1209,SND,sindhi,sunni,no,1,1,wool,1,Umarkot,yes,0,Umarkot,2088,gujarat
1210,BAH,marathi,hinduism,no,4,4,cloth,2,Chaul,yes,2,Chaul,2089,gujarat
1211,SPA,basque,catholic,no,2,2,iron,2,Bilbao,yes,0,Vizcaya,209,bordeaux
1212,VIJ,telegu,hinduism,no,2,2,iron,1,Srisailam,yes,0,Kurnool,2090,comorin_cape
1213,TPR,chin,hinduism,no,1,1,tropical_wood,1,Udaipur,yes,0,Tripura,2091,burma
1214,GDW,gondi,hinduism,no,1,1,tropical_wood,1,Kherla,yes,0,Mahadeo,2092,deccan
1215,MLW,malvi,hinduism,no,3,3,,2,Mandsaur,yes,0,Mandsaur,2093,deccan
1216,JNP,avadhi,hinduism,no,4,3,cotton,2,Bahreich,yes,0,Bahreich,2094,doab
1217,JNP,bihari,hinduism,no,4,4,silk,2,Varanasi,yes,0,Varanasi,2095,doab
1218,BNG,jharkhandi,hinduism,no,1,1,ivory,1,Deogarh,yes,0,Damin,2096,ganges_delta
1219,BGL,vindhyan,hinduism,no,2,2,naval_supplies,1,Batgahora,yes,0,Bagelkhand,2097,doab
1220,NGP,jharkhandi,hinduism,no,1,1,cotton,1,Surguja,yes,0,Surguja,2098,doab
1221,KND,sinhala,buddhism,no,3,3,gems,1,Gampala,yes,0,Kandy,2099,comorin_cape
1222,NOR,norwegian,catholic,no,2,2,fish,1,Steig,yes,0,Halogaland,21,north_sea
1223,SPA,basque,catholic,no,3,2,iron,2,Pamplona,yes,0,Navarra,210,bordeaux
1224,JFN,tamil,hinduism,no,2,3,gems,1,Yapapatuna,yes,0,Vanni,2100,comorin_cape
1225,MAD,tamil,hinduism,no,3,3,,2,Tirunelveli,yes,0,Tirunelveli,2101,comorin_cape
1226,SOL,evenk,tengri_pagan_reformed,no,2,2,fur,1,Urkan,yes,0,Urkan,2102,girin
1227,SOL,evenk,tengri_pagan_reformed,no,1,1,fur,1,Udi,yes,0,Udi,2103,girin
1228,MYR,manchu,tengri_pagan_reformed,no,1,1,fur,1,Niuman,yes,0,Birija,2104,girin
1229,EJZ,manchu,tengri_pagan_reformed,no,2,1,naval_supplies,1,Kuru,yes,0,Kuru,2105,girin
1230,MJZ,manchu,tengri_pagan_reformed,no,5,5,naval_supplies,5,Furdan,yes,1,Furdan,2106,girin
1231,MJZ,manchu,confucianism,no,3,2,iron,2,Ningguta,yes,0,Ningguta,2107,girin
1232,MJZ,manchu,confucianism,no,5,5,naval_supplies,5,Huncun,yes,0,Huncun,2108,girin
1233,KRC,chahar,vajrayana,no,3,3,iron,3,Boduna,yes,0,Boduna,2109,girin
1234,SPA,aragonese,catholic,no,3,2,wool,2,Huesca,yes,0,Pirineo,211,valencia
1235,MHX,manchu,confucianism,no,3,3,fur,3,Yehe,yes,0,Yehe,2110,girin
1236,MJZ,manchu,confucianism,no,4,4,iron,5,HetuAla,yes,0,HetuAla,2111,girin
1237,MNG,manchu,confucianism,no,2,2,grain,1,Andong,yes,0,Andong,2112,beijing
1238,MNG,shandong_culture,confucianism,no,3,3,fish,1,Gaizhou,yes,0,Gaizhou,2113,beijing
1239,KHA,mongol,vajrayana,no,2,2,livestock,3,Ereen,yes,0,Ereen,2114,beijing
1240,KHA,mongol,vajrayana,no,2,2,livestock,3,Chahar,yes,0,Chahar,2115,girin
1241,KHA,khalkha,tengri_pagan_reformed,no,2,2,fur,3,IhHuree,yes,0,IhHuree,2116,yumen
1242,OIR,khalkha,tengri_pagan_reformed,no,1,1,livestock,2,Zasagt,yes,0,Zasagt,2117,yumen
1243,OIR,oirats,sunni,no,1,1,salt,1,Urzhar,yes,0,Urzhar,2118,yumen
1244,OIR,oirats,sunni,no,1,1,fur,2,Chugachak,yes,0,Chuguchak,2119,yumen
1245,FRA,catalan,catholic,no,3,3,fish,3,Girona,no,0,Girona,212,valencia
1246,CHG,uyghur,sunni,no,2,2,grain,3,Ili,yes,0,Ili,2120,yumen
1247,KAS,uyghur,sunni,no,2,2,gold,3,Kuqa,yes,0,Kuqa,2121,yumen
1248,HMI,oirats,vajrayana,no,3,2,grain,3,Hami,yes,0,Hami,2122,yumen
1249,CHG,oirats,vajrayana,no,1,1,livestock,2,Qakilik,yes,0,Qakilik,2123,yumen
1250,KAS,uyghur,sunni,no,3,2,wool,2,Yarkant,yes,1,Yarkand,2124,samarkand
1251,CHG,kirgiz,sunni,no,2,2,wool,3,Kochkor,yes,0,Kochkor,2125,samarkand
1252,CHG,kirgiz,sunni,no,1,1,wool,2,Chuy,yes,0,Chuy,2126,samarkand
1253,KAS,uzbehk,shiite,no,1,1,livestock,2,Yashilkul,yes,0,Yashilkul,2127,samarkand
1254,GUG,tibetan,vajrayana,no,1,1,gold,1,Ngari,yes,0,Ngari,2128,lhasa
1255,Unowned,Unowned,Unowned,no,0,0,,0,Changtang,no,0,Changtang,2129,lhasa
1256,SPA,catalan,catholic,no,6,5,glass,3,Barcelona,yes,1,Barcelona,213,valencia
1257,UTS,tibetan,vajrayana,no,1,1,grain,2,Nyingchi,yes,0,Nyingchi,2130,lhasa
1258,KAM,tibetan,vajrayana,no,1,1,spices,2,Qamdo,yes,0,Qamdo,2131,chengdu
1259,KAM,tibetan,vajrayana,no,1,1,livestock,2,Markam,yes,0,Markam,2132,chengdu
1260,KAM,tibetan,vajrayana,no,1,1,wool,2,Dege,yes,1,Dege,2133,chengdu
1261,KAM,tibetan,vajrayana,no,1,1,livestock,2,Rebgong,yes,0,Rebgong,2134,lhasa
1262,KAM,tibetan,vajrayana,no,1,1,grain,2,Garze,yes,0,Garze,2135,chengdu
1263,MNG,jin,confucianism,no,3,3,grain,2,Xuanhua,yes,0,Xuanhua,2136,beijing
1264,MNG,chihan,confucianism,no,3,3,grain,2,Daming,yes,0,Daming,2137,beijing
1265,MNG,shandong_culture,confucianism,no,4,4,grain,3,Wuding,yes,0,Wuding,2138,beijing
1266,MNG,shandong_culture,confucianism,no,3,3,fish,2,Laizhou,yes,1,Laizhou,2139,beijing
1267,SPA,aragonese,catholic,no,5,5,cloth,3,Zaragoza,yes,1,Aragon,214,valencia
1268,MNG,zhongyuan,confucianism,no,3,3,grain,3,Yanzhou,yes,0,Yanzhou,2140,beijing
1269,MNG,zhongyuan,confucianism,no,6,6,iron,3,Xuzhou,yes,0,Xuzhou,2141,hangzhou
1270,MNG,jianghuai,confucianism,no,2,2,fish,2,Huai'an,yes,0,Huai'an,2142,hangzhou
1271,MNG,zhongyuan,confucianism,no,2,1,silk,1,Fengyang,yes,0,Fengyang,2143,hangzhou
1272,MNG,zhongyuan,confucianism,no,2,2,grain,1,Fuyang,yes,0,Fuyang,2144,hangzhou
1273,MNG,jianghuai,confucianism,no,5,5,naval_supplies,2,Zhenjiang,yes,0,Zhenjiang,2145,hangzhou
1274,MNG,wu,confucianism,no,3,3,paper,3,Ningguo,yes,0,Ningguo,2146,hangzhou
1275,MNG,wu,confucianism,no,5,4,paper,3,Huizhou,yes,0,Huizhou,2147,hangzhou
1276,MNG,wu,confucianism,no,6,6,paper,2,Shaoxin,yes,0,Shaoxin,2148,hangzhou
1277,MNG,wu,confucianism,no,6,7,naval_supplies,3,Ningbo,yes,1,Ningbo,2149,hangzhou
1278,SPA,castillian,catholic,no,3,3,cloth,2,Valladolid,yes,0,CastillaLaVieja,215,sevilla
1279,MNG,wu,confucianism,no,3,3,grain,2,Jinhua,yes,0,Jinhua,2150,hangzhou
1280,MNG,gan,confucianism,no,3,3,chinaware,2,Poyang,yes,0,Poyang,2151,hangzhou
1281,MNG,chimin,confucianism,no,2,2,tea,2,Jianning,yes,0,Jianning,2152,hangzhou
1282,MNG,hakka,confucianism,no,2,2,paper,1,Tingzhou,yes,0,Tingzhou,2153,hangzhou
1283,Unowned,polynesian,animism,no,2,2,unknown,1,Kelang,no,0,Kelang,2154,canton
1284,Unowned,polynesian,animism,no,2,2,unknown,3,Middag,no,0,Middag,2155,canton
1285,MNG,chimin,confucianism,no,6,6,chinaware,2,Chaochow,yes,0,Chaochow,2156,canton
1286,MNG,hakka,confucianism,no,7,7,grain,3,Waichow,yes,0,Waichow,2157,canton
1287,MNG,hakka,confucianism,no,4,4,iron,2,Shiukwan,yes,0,Shiukwan,2158,canton
1288,MNG,chimin,confucianism,no,3,3,sugar,2,Leichow,yes,0,Leichow,2159,canton
1289,SPA,leonese,catholic,no,4,4,livestock,4,Salamanca,yes,0,Salamanca,216,sevilla
1290,MNG,chimin,confucianism,no,1,1,incense,1,Ngaichow,yes,0,Ngaichow,2160,canton
1291,MNG,cantonese,confucianism,no,3,2,incense,2,Limchow,yes,0,Limchow,2161,canton
1292,MNG,cantonese,confucianism,no,1,1,copper,2,Ngchow,yes,0,Wuchow,2162,canton
1293,MNG,zhuang,confucianism,no,3,3,salt,2,Liuzhou,yes,0,Liuzhou,2163,canton
1294,MNG,zhuang,confucianism,no,1,1,grain,2,Namning,yes,0,Namnig,2164,canton
1295,MNG,bai,buddhism,no,2,2,tea,2,Pu'er,yes,0,Pu'er,2165,chengdu
1296,MMA,shan,buddhism,no,1,1,tropical_wood,2,Dehong,yes,0,Dehong,2166,chengdu
1297,MNG,bai,buddhism,no,1,1,tea,1,Lijiang,yes,0,Lijiang,2167,chengdu
1298,MNG,yi,animism,no,2,2,grain,2,Bozhou,yes,0,Bozhou,2168,chengdu
1299,MNG,sichuanese,confucianism,no,2,2,grain,1,Langzhong,yes,0,Langzhong,2169,chengdu
1300,SPA,castillian,catholic,no,5,5,cloth,5,Madrid,no,0,Madrid,217,sevilla
1301,MNG,tibetan,vajrayana,no,1,1,livestock,1,Songqu,yes,0,Songqu,2170,chengdu
1302,MNG,hubei,confucianism,no,4,4,,3,Xiangyang,yes,0,Xiangyang,2171,xian
1303,MNG,hubei,confucianism,no,3,3,grain,2,Jingzhou,yes,0,Jingzhou,2172,xian
1304,MNG,miao,animism,no,3,3,tea,2,Yuanling,yes,0,Yuanling,2173,canton
1305,MNG,xiang,animism,no,3,3,gold,3,Hengyang,yes,0,Hengyang,2174,canton
1306,MNG,zhongyuan,confucianism,no,3,3,cloth,2,Runing,yes,0,Runing,2175,xian
1307,MNG,zhongyuan,confucianism,no,5,5,cloth,2,Shangqiu,yes,0,Shangqiu,2176,xian
1308,MNG,jin,confucianism,no,1,1,grain,2,Ningwu,yes,0,Ningwu,2177,beijing
1309,MNG,jin,confucianism,no,3,2,iron,2,Lu'an,yes,0,Lu'an,2178,beijing
1310,MNG,jin,confucianism,no,3,3,grain,2,Yan'an,yes,0,Yan'an,2179,xian
1311,SPA,andalucian,catholic,no,3,3,grain,2,Badajoz,yes,0,Badajoz,218,sevilla
1312,MNG,xibei,confucianism,no,2,2,grain,1,Tianshui,yes,0,Tianshui,2180,xian
1313,MNG,xibei,confucianism,no,2,2,livestock,2,Pingliang,yes,0,Pingliang,2181,xian
1314,MNG,xibei,confucianism,no,3,3,livestock,2,Liangzhou,yes,0,Liangzhou,2182,yumen
1315,MNG,tibetan,vajrayana,no,2,2,chinaware,2,Taozhou,yes,0,Taozhou,2183,xian
1316,MNG,xibei,vajrayana,no,3,3,salt,2,Xining,yes,0,Xining,2184,yumen
1317,MYR,manchu,tengri_pagan_reformed,no,4,4,naval_supplies,2,Mergen,yes,0,Mergen,2185,girin
1318,NHX,manchu,tengri_pagan_reformed,no,3,2,naval_supplies,2,Iman,yes,0,Iman,2186,girin
1319,KRC,chahar,tengri_pagan_reformed,no,2,2,livestock,3,Sartu,yes,0,Sartu,2187,girin
1320,MHX,manchu,tengri_pagan_reformed,no,4,4,grain,3,Alchuka,yes,0,Alchuka,2188,girin
1321,OIR,khalkha,tengri_pagan_reformed,no,2,2,fur,2,Tsetserleg,yes,0,Tsetserleg,2189,yumen
1322,SPA,castillian,catholic,no,5,5,iron,4,Toledo,yes,1,Toledo,219,sevilla
